length,loss,accuracy
656.0,0.021163729950785637,1.0
1963.0,0.5467756986618042,0.0
654.0,0.3794997036457062,0.0
1459.0,0.03623035177588463,1.0
4218.0,0.10698763281106949,1.0
962.0,0.08574137091636658,1.0
935.0,0.17178015410900116,1.0
1616.0,0.09367088973522186,1.0
1582.0,0.037714000791311264,1.0
1858.0,0.3316946029663086,0.0
516.0,0.009102032519876957,1.0
1856.0,0.10428761690855026,1.0
539.0,0.24215149879455566,1.0
359.0,0.5668848752975464,0.0
268.0,0.4688361585140228,0.0
835.0,0.004513829946517944,1.0
610.0,0.04377467557787895,1.0
4766.0,0.06832438707351685,1.0
1522.0,0.05002652481198311,1.0
804.0,0.0024822845589369535,1.0
918.0,0.004188387654721737,1.0
722.0,0.11512184888124466,1.0
1159.0,0.03683936595916748,1.0
398.0,0.4555286169052124,0.0
811.0,0.17408649623394012,1.0
769.0,0.1010417640209198,1.0
1138.0,0.12281836569309235,1.0
2386.0,0.056037019938230515,1.0
253.0,0.06113870441913605,1.0
2002.0,0.20403900742530823,1.0
837.0,0.057590484619140625,1.0
439.0,0.05843503028154373,1.0
918.0,0.02621098794043064,1.0
841.0,0.07315609604120255,1.0
709.0,0.013690990395843983,1.0
2826.0,0.5563382506370544,0.0
796.0,0.03928155079483986,1.0
1400.0,0.02447633258998394,1.0
728.0,0.03550178185105324,1.0
753.0,0.06737544387578964,1.0
1485.0,0.11330142617225647,1.0
2859.0,0.22293493151664734,1.0
986.0,0.16102859377861023,1.0
1511.0,0.22142520546913147,1.0
398.0,0.09340763837099075,1.0
1076.0,0.006374045740813017,1.0
2032.0,0.025395261123776436,1.0
2372.0,0.14999912679195404,1.0
3705.0,0.14337192475795746,1.0
895.0,0.19489943981170654,1.0
944.0,0.04597259685397148,1.0
614.0,0.20685939490795135,1.0
947.0,0.2511199116706848,0.0
681.0,0.09090161323547363,1.0
2160.0,0.0967625230550766,1.0
840.0,0.17014716565608978,1.0
4904.0,0.11398568749427795,1.0
2778.0,0.1430438905954361,1.0
322.0,0.04634230583906174,1.0
3801.0,0.04484762251377106,1.0
182.0,0.0006201890646480024,1.0
946.0,0.22842232882976532,1.0
386.0,0.05774405971169472,1.0
947.0,0.07799734175205231,1.0
210.0,0.5933657288551331,0.0
1063.0,0.1964462548494339,1.0
931.0,0.09380613267421722,1.0
704.0,0.030562952160835266,1.0
559.0,0.04621746018528938,1.0
3390.0,0.14755530655384064,1.0
2492.0,0.11476864665746689,1.0
3349.0,0.12367428094148636,1.0
1530.0,0.04833328351378441,1.0
1099.0,0.14147865772247314,1.0
1335.0,0.03349972143769264,1.0
966.0,0.10999651998281479,1.0
2008.0,0.2801390290260315,0.0
878.0,0.15050436556339264,1.0
1133.0,0.24523760378360748,1.0
954.0,0.06026558205485344,1.0
684.0,0.7999865412712097,0.0
323.0,0.0020350937265902758,1.0
2190.0,0.022531138733029366,1.0
909.0,0.037688061594963074,1.0
710.0,0.18822108209133148,1.0
388.0,0.0025897028390318155,1.0
1477.0,0.03046100214123726,1.0
740.0,0.04789808392524719,1.0
1896.0,0.17554564774036407,1.0
279.0,0.18490707874298096,1.0
3321.0,0.07723767310380936,1.0
3384.0,0.23063184320926666,1.0
2095.0,0.3220981955528259,0.0
1300.0,0.029193300753831863,1.0
902.0,0.047420065850019455,1.0
3258.0,0.12788790464401245,1.0
687.0,0.7456911206245422,0.0
1349.0,0.13233235478401184,1.0
704.0,0.1401301473379135,1.0
4771.0,0.07165177911520004,1.0
2848.0,0.2433907836675644,1.0
518.0,0.028248222544789314,1.0
5129.0,0.017036687582731247,1.0
771.0,0.009768437594175339,1.0
2328.0,0.4827296733856201,0.0
658.0,0.2577096223831177,0.0
2377.0,0.12120847404003143,1.0
1859.0,0.030644096434116364,1.0
1107.0,0.005842104088515043,1.0
1281.0,0.004856570158153772,1.0
1567.0,0.08866040408611298,1.0
1568.0,0.02714330144226551,1.0
302.0,0.04887750372290611,1.0
831.0,0.26730838418006897,0.0
588.0,0.02510780282318592,1.0
1311.0,0.5922985076904297,0.0
1357.0,0.35005515813827515,0.0
705.0,0.11785745620727539,1.0
816.0,0.037414707243442535,1.0
672.0,0.5599207878112793,0.0
2381.0,0.13506212830543518,1.0
651.0,0.46372658014297485,0.0
1387.0,0.03230782598257065,1.0
1573.0,0.55504310131073,0.0
1240.0,0.23876254260540009,1.0
1506.0,0.46516892313957214,0.0
3481.0,0.0835309624671936,1.0
587.0,0.38431552052497864,0.0
333.0,0.1970134973526001,1.0
1279.0,0.10400889813899994,1.0
360.0,0.013563819229602814,1.0
3277.0,0.05387406796216965,1.0
1631.0,0.2639368772506714,0.0
996.0,0.03697695955634117,1.0
1070.0,0.12961579859256744,1.0
2130.0,0.029815003275871277,1.0
1084.0,0.016937999054789543,1.0
1394.0,0.17389357089996338,1.0
662.0,0.23289646208286285,1.0
1036.0,0.029438449069857597,1.0
741.0,0.09050937741994858,1.0
1508.0,0.45450472831726074,0.0
2168.0,0.10705909878015518,1.0
2659.0,0.12462043762207031,1.0
2981.0,0.2350548952817917,1.0
1029.0,0.07829149067401886,1.0
898.0,0.11306320875883102,1.0
817.0,0.014421824365854263,1.0
