length,loss,accuracy
1547.0,0.7281509637832642,0.0
660.0,0.033150333911180496,1.0
970.0,0.18005381524562836,1.0
1729.0,0.24725183844566345,1.0
1571.0,0.23368963599205017,1.0
766.0,0.005455958656966686,1.0
2071.0,0.3299252390861511,0.0
4832.0,0.3675002455711365,0.0
1543.0,0.13271744549274445,1.0
731.0,0.055388402193784714,1.0
1300.0,0.02309557795524597,1.0
337.0,0.00044259725837036967,1.0
659.0,0.3341955840587616,0.0
858.0,0.10404257476329803,1.0
1101.0,0.5919849872589111,0.0
1198.0,0.029645755887031555,1.0
676.0,0.2285875380039215,1.0
784.0,0.3250386118888855,0.0
819.0,0.00627345684915781,1.0
1185.0,0.10218705236911774,1.0
441.0,0.0019306980539113283,1.0
708.0,0.009833017364144325,1.0
400.0,0.44517266750335693,0.0
1062.0,0.20050117373466492,1.0
4873.0,0.598253071308136,0.0
887.0,0.12700125575065613,1.0
1477.0,0.06096038594841957,1.0
1888.0,0.4093351364135742,0.0
883.0,0.01351910550147295,1.0
837.0,0.010777298361063004,1.0
1158.0,0.06266786903142929,1.0
785.0,0.059961605817079544,1.0
3761.0,0.1340499073266983,1.0
1929.0,0.13224998116493225,1.0
3565.0,0.6486847400665283,0.0
825.0,0.02895132079720497,1.0
719.0,0.003052916843444109,1.0
596.0,0.08184758573770523,1.0
1875.0,0.34801748394966125,0.0
3688.0,0.3070180118083954,0.0
1231.0,0.066368468105793,1.0
186.0,0.6219937205314636,0.0
4185.0,0.4790714383125305,0.0
1081.0,0.024422621354460716,1.0
1760.0,0.2698904275894165,0.0
824.0,0.007971080020070076,1.0
2329.0,0.2385566085577011,1.0
1214.0,0.16336560249328613,1.0
1803.0,0.1769229620695114,1.0
4509.0,0.3629440665245056,0.0
1376.0,0.18009409308433533,1.0
2921.0,0.06434224545955658,1.0
2077.0,0.5679582357406616,0.0
674.0,0.332124799489975,0.0
3062.0,0.03591404855251312,1.0
648.0,0.08111979812383652,1.0
756.0,0.3241528570652008,0.0
739.0,0.033743761479854584,1.0
746.0,0.05568426847457886,1.0
2484.0,0.7858973741531372,0.0
3160.0,0.1299399435520172,1.0
2399.0,0.7029862403869629,0.0
520.0,0.0017853426979854703,1.0
2291.0,0.2751776874065399,0.0
1671.0,0.672309398651123,0.0
652.0,0.04471452906727791,1.0
598.0,0.13515394926071167,1.0
700.0,0.49683597683906555,0.0
1345.0,0.02292279526591301,1.0
672.0,0.4569164514541626,0.0
2421.0,0.1233609989285469,1.0
645.0,0.011320848949253559,1.0
699.0,0.021833643317222595,1.0
844.0,0.33765143156051636,0.0
969.0,0.18591968715190887,1.0
924.0,0.08735494315624237,1.0
1773.0,0.0356171689927578,1.0
863.0,0.04683530330657959,1.0
4212.0,0.07077637314796448,1.0
721.0,0.004813267849385738,1.0
325.0,0.016627030447125435,1.0
2440.0,0.132941335439682,1.0
1017.0,0.0404791422188282,1.0
734.0,0.14812545478343964,1.0
1428.0,0.4435413181781769,0.0
570.0,0.08487118035554886,1.0
596.0,0.06922423094511032,1.0
1505.0,0.5030760169029236,0.0
5437.0,0.10704540461301804,1.0
1306.0,0.34352561831474304,0.0
1041.0,0.2698493003845215,0.0
1284.0,0.07431070506572723,1.0
1936.0,0.025508489459753036,1.0
552.0,0.3115364611148834,0.0
889.0,0.23350204527378082,1.0
769.0,0.0007391712861135602,1.0
924.0,0.007657365873456001,1.0
1287.0,0.09035442769527435,1.0
571.0,0.2370670586824417,1.0
772.0,0.02096448838710785,1.0
1105.0,0.08702989667654037,1.0
949.0,0.13859377801418304,1.0
1037.0,0.257363885641098,0.0
729.0,0.02073650434613228,1.0
3172.0,0.11593206971883774,1.0
2725.0,0.14581388235092163,1.0
714.0,0.03473058342933655,1.0
4960.0,0.026359548792243004,1.0
674.0,0.6191166639328003,0.0
4401.0,0.5226953029632568,0.0
895.0,0.00821480993181467,1.0
1387.0,0.6768875122070312,0.0
1234.0,0.09142971783876419,1.0
2549.0,0.4209728538990021,0.0
1168.0,0.13418734073638916,1.0
657.0,0.21259629726409912,1.0
814.0,0.27763697504997253,0.0
1157.0,0.03582892194390297,1.0
1336.0,0.29221111536026,0.0
406.0,0.0017441388918086886,1.0
3236.0,0.10822076350450516,1.0
877.0,0.02277025394141674,1.0
841.0,0.39591002464294434,0.0
622.0,0.13899792730808258,1.0
1040.0,0.046825166791677475,1.0
779.0,0.006206212565302849,1.0
2329.0,0.0807812362909317,1.0
1046.0,0.5317893028259277,0.0
1274.0,0.13487060368061066,1.0
1256.0,0.14931665360927582,1.0
1467.0,0.4886290729045868,0.0
719.0,0.2805250585079193,0.0
2246.0,0.24284020066261292,1.0
1579.0,0.06055612117052078,1.0
1214.0,0.026041848585009575,1.0
185.0,0.018193701282143593,1.0
193.0,0.02390063740313053,1.0
230.0,0.8853592872619629,0.0
694.0,0.005766548216342926,1.0
811.0,0.001233695656992495,1.0
892.0,0.6906586289405823,0.0
1871.0,0.14812003076076508,1.0
1762.0,0.017789015546441078,1.0
1011.0,0.37601637840270996,0.0
1232.0,0.02296266332268715,1.0
718.0,0.024621782824397087,1.0
5050.0,0.06939302384853363,1.0
3312.0,0.15757957100868225,1.0
487.0,0.08485447615385056,1.0
992.0,0.03292277455329895,1.0
896.0,0.06103740632534027,1.0
1672.0,0.022207578644156456,1.0
981.0,0.02994631417095661,1.0
1509.0,0.33725789189338684,0.0
780.0,0.5819579362869263,0.0
979.0,0.061928361654281616,1.0
1378.0,0.5099754333496094,0.0
546.0,0.07621895521879196,1.0
530.0,0.5755434036254883,0.0
656.0,0.06112655997276306,1.0
491.0,0.11270267516374588,1.0
